date,hrv_rmssd_ms,resting_hr_bpm,sleep_hours,weight_kg,ctl,atl,source
2024-04-09,,,,,17.120653,34.77156,intervals
2024-04-10,,,,,16.717833,35.467583,intervals
2024-04-11,,,,,16.818584,33.541626,intervals
2024-04-12,,,,,16.42287,34.135136,intervals
2024-04-13,,,,,16.036469,31.587826,intervals
2024-04-14,,,,,15.659158,27.382788,intervals
2024-04-15,,,,,15.290724,27.598074,intervals
2024-04-16,,,,,14.930959,25.25538,intervals
2024-04-17,,,,,14.5796585,24.023285,intervals
2024-04-18,,,,,14.236624,20.825254,intervals
2024-04-19,,,,,15.28983,25.907156,intervals
2024-04-20,,,,,14.930086,24.055807,intervals
2024-04-21,,,,,14.743505,21.785303,intervals
2024-04-22,,,,,14.396615,27.804379,intervals
2024-04-23,,,,,14.057887,29.16164,intervals
2024-04-24,,,,,13.727129,29.938854,intervals
2024-04-25,,,,,14.768795,33.67441,intervals
2024-04-26,,,,,14.42131,32.12029,intervals
2024-04-27,,,,,17.611248,50.20888,intervals
2024-04-28,,,,,17.196884,43.52497,intervals
2024-04-29,,,,,16.79227,44.91943,intervals
2024-04-30,,,,,16.397177,42.13459,intervals
2024-05-01,,,,,16.01138,43.714138,intervals
2024-05-02,,,,,19.987396,62.522408,intervals
2024-05-03,,,,,19.517126,57.527348,intervals
2024-05-04,,,,,19.05792,53.72973,intervals
2024-05-05,,,,,18.60952,49.772045,intervals
2024-05-06,,,,,18.171669,46.60746,intervals
2024-05-07,,,,,17.74412,42.932297,intervals
2024-05-08,,,,,17.32663,41.343845,intervals
2024-05-09,,,,,16.918962,36.638798,intervals
2024-05-10,,,,,17.838474,39.2162,intervals
2024-05-11,,,,,18.501068,47.041626,intervals
2024-05-12,,,,,18.06577,40.779346,intervals
2024-05-13,,,,,17.640713,41.208088,intervals
2024-05-14,,,,,17.225657,37.58609,intervals
2024-05-15,,,,,16.820366,35.64436,intervals
2024-05-16,,,,,16.42461,40.084732,intervals
2024-05-17,,,,,16.038166,39.40784,intervals
2024-05-18,,,,,16.43725,47.740242,intervals
2024-05-19,,,,,16.050508,41.38496,intervals
2024-05-20,,,,,15.672867,42.39869,intervals
2024-05-21,,,,,16.739338,46.33928,intervals
2024-05-22,,,,,16.34549,44.031036,intervals
2024-05-23,,,,,16.455002,43.361294,intervals
2024-05-24,,,,,16.067842,44.11193,intervals
2024-05-25,,,,,17.6897,57.675484,intervals
2024-05-26,,,,,17.27349,49.9976,intervals
2024-05-27,,,,,16.867075,49.33231,intervals
2024-05-28,,,,,16.47022,44.76192,intervals
2024-05-29,,,,,17.282648,45.592346,intervals
2024-05-30,,,,,16.876017,39.523,intervals
2024-05-31,,,,,18.337688,49.97002,intervals
2024-06-01,,,,,17.906233,51.17211,intervals
2024-06-02,,,,,17.48493,48.886124,intervals
2024-06-03,,,,,17.07354,48.63504,intervals
2024-06-04,,,,,17.871773,48.949867,intervals
2024-06-05,,,,,17.45128,43.631657,intervals
2024-06-06,,,,,17.040682,42.615715,intervals
2024-06-07,,,,,16.639744,36.942623,intervals
2024-06-08,,,,,21.495052,61.71097,intervals
2024-06-09,,,,,20.98931,53.495876,intervals
2024-06-10,,,,,20.495466,48.77059,intervals
2024-06-11,,,,,20.013243,47.736153,intervals
2024-06-12,,,,,19.542364,46.972546,intervals
2024-06-13,,,,,20.82366,50.570496,intervals
2024-06-14,,,,,20.333714,52.35826,intervals
2024-06-15,,,,,19.855295,52.709934,intervals
2024-06-16,,,,,19.388134,45.693077,intervals
2024-06-17,,,,,18.931963,47.198277,intervals
2024-06-18,,,,,18.486526,41.713875,intervals
2024-06-19,,,,,18.051569,39.488888,intervals
2024-06-20,,,,,18.944431,41.686882,intervals
2024-06-21,,,,,18.498701,41.595444,intervals
2024-06-22,,,,,19.757496,45.642963,intervals
2024-06-23,,,,,19.292635,39.566875,intervals
2024-06-24,,,,,18.838713,39.491413,intervals
2024-06-25,,,,,18.39547,35.032967,intervals
2024-06-26,,,,,17.962656,34.62921,intervals
2024-06-27,,,,,18.951723,38.006622,intervals
2024-06-28,,,,,18.505821,40.53506,intervals
2024-06-29,,,,,18.07041,35.13895,intervals
2024-06-30,,,,,21.73917,53.624424,intervals
2024-07-01,,,,,21.557081,52.076958,intervals
2024-07-02,,,,,21.04988,47.00807,intervals
2024-07-03,,,,,20.554611,46.07514,intervals
2024-07-04,,,,,20.070995,43.00333,intervals
2024-07-05,,,,,20.798702,44.067863,intervals
2024-07-06,,,,,20.309343,43.659462,intervals
2024-07-07,,,,,19.8315,37.847424,intervals
2024-07-08,,,,,19.364897,36.669636,intervals
2024-07-09,,,,,18.909273,35.515514,intervals
2024-07-10,,,,,18.46437,35.979378,intervals
2024-07-11,,,,,18.029936,32.65407,intervals
2024-07-12,,,,,17.605722,32.966366,intervals
2024-07-13,,,,,21.403057,52.40667,intervals
2024-07-14,,,,,20.899479,45.430183,intervals
2024-07-15,,,,,20.40775,41.379253,intervals
2024-07-16,,,,,19.92759,37.73447,intervals
2024-07-17,,,,,19.458727,39.899773,intervals
2024-07-18,,,,,19.000896,39.64687,intervals
2024-07-19,,,,,18.553837,35.30085,intervals
2024-07-20,,,,,18.117296,34.328945,intervals
2024-07-21,,,,,17.714556,29.892126,intervals
2024-07-22,,,,,18.662405,33.633904,intervals
2024-07-23,,,,,18.22331,33.54952,intervals
2024-07-24,,,,,20.006208,41.596813,intervals
2024-07-25,,,,,21.182478,45.377907,intervals
2024-07-26,,,,,20.68409,39.337105,intervals
2024-07-27,,,,,20.197428,38.626617,intervals
2024-07-28,,,,,19.722216,33.484562,intervals
2024-07-29,,,,,19.258184,33.819424,intervals
2024-07-30,,,,,18.805073,33.976585,intervals
2024-07-31,,,,,18.362621,36.50902,intervals
2024-08-01,,,,,19.271694,39.236824,intervals
2024-08-02,,,,,18.818264,42.267105,intervals
2024-08-03,,,,,20.751862,50.08575,intervals
2024-08-04,,,,,20.263605,45.548183,intervals
2024-08-05,,,,,19.786837,44.010864,intervals
2024-08-06,,,,,19.321285,41.4801,intervals
2024-08-07,,,,,18.866688,42.614285,intervals
2024-08-08,,,,,20.18741,46.925537,intervals
2024-08-09,,,,,19.712435,45.60423,intervals
2024-08-10,,,,,19.248634,44.85818,intervals
2024-08-11,,,,,18.795746,38.886566,intervals
2024-08-12,,,,,18.353514,41.03162,intervals
2024-08-13,,,,,19.333385,43.556732,intervals
2024-08-14,,,,,18.878504,49.739357,intervals
2024-08-15,,,,,21.045967,57.8945,intervals
2024-08-16,,,,,20.668432,54.44737,intervals
2024-08-17,,,,,20.182138,49.728542,intervals
2024-08-18,,,,,19.707287,45.37165,intervals
2024-08-19,,,,,19.243608,41.19539,intervals
2024-08-20,,,,,18.790838,38.506935,intervals
2024-08-21,,,,,18.348722,38.97194,intervals
2024-08-22,,,,,17.917007,37.111965,intervals
2024-08-23,,,,,17.495451,42.954433,intervals
2024-08-24,,,,,17.083813,37.236248,intervals
2024-08-25,,,,,16.68186,35.873577,intervals
2024-08-26,,,,,16.289364,35.224796,intervals
2024-08-27,,,,,17.411915,39.055412,intervals
2024-08-28,,,,,17.002241,41.04487,intervals
2024-08-29,,,,,16.602207,35.58089,intervals
2024-08-30,,,,,16.211586,37.766636,intervals
2024-08-31,,,,,15.830154,33.40467,intervals
2024-09-01,,,,,15.457698,28.957771,intervals
2024-09-02,,,,,15.094005,29.895248,intervals
2024-09-03,,,,,14.738868,28.44485,intervals
2024-09-04,,,,,14.392087,34.376125,intervals
2024-09-05,,,,,15.2769375,36.72225,intervals
2024-09-06,,,,,14.917497,38.090446,intervals
2024-09-07,,,,,14.566513,33.019768,intervals
2024-09-08,,,,,14.223787,28.624107,intervals
2024-09-09,,,,,15.183183,32.135323,intervals
2024-09-10,,,,,14.825948,32.383553,intervals
2024-09-11,,,,,14.947684,31.400639,intervals
2024-09-12,,,,,14.59599,30.947939,intervals
2024-09-13,,,,,14.252571,26.828085,intervals
2024-09-14,,,,,15.823026,39.49757,intervals
2024-09-15,,,,,15.450737,34.23957,intervals
2024-09-16,,,,,15.087207,34.07456,intervals
2024-09-17,,,,,14.73223,31.801558,intervals
2024-09-18,,,,,14.385606,30.097387,intervals
2024-09-19,,,,,14.047136,33.67872,intervals
2024-09-20,,,,,13.716631,29.195337,intervals
2024-09-21,,,,,13.393902,30.500555,intervals
2024-09-22,,,,,14.41988,34.028217,intervals
2024-09-23,,,,,14.080605,32.826363,intervals
2024-09-24,,,,,15.960973,44.031734,intervals
2024-09-25,,,,,15.585438,42.29692,intervals
2024-09-26,,,,,15.689305,39.32871,intervals
2024-09-27,,,,,15.320163,45.142323,intervals
2024-09-28,,,,,14.959705,39.13288,intervals
2024-09-29,,,,,18.748713,57.35292,intervals
2024-09-30,,,,,18.307587,49.71798,intervals
2024-10-01,,,,,19.14737,50.28801,intervals
2024-10-02,,,,,18.696863,49.584057,intervals
2024-10-03,,,,,18.256958,45.645763,intervals
2024-10-04,,,,,17.827402,39.5693,intervals
2024-10-05,,,,,17.407953,36.697952,intervals
2024-10-06,,,,,17.89245,37.137527,intervals
2024-10-07,,,,,17.471472,36.05424,intervals
2024-10-08,,,,,17.060398,32.85209,intervals
2024-10-09,,,,,16.658997,33.138023,intervals
2024-10-10,,,,,16.267038,28.72662,intervals
2024-10-11,,,,,15.884302,29.694868,intervals
2024-10-12,,,,,17.039911,34.39476,intervals
2024-10-13,,,,,16.63899,29.816057,intervals
2024-10-14,,,,,16.247503,29.174934,intervals
2024-10-15,,,,,15.865227,25.291105,intervals
2024-10-16,,,,,16.738945,28.97977,intervals
2024-10-17,,,,,16.345106,29.648073,intervals
2024-10-18,,,,,15.960533,29.162434,intervals
2024-10-19,,,,,15.585009,26.345245,intervals
2024-10-20,,,,,15.21832,28.695484,intervals
2024-10-21,,,,,14.860258,28.6029,intervals
2024-10-22,,,,,14.510621,26.658932,intervals
2024-10-23,,,,,15.5103245,30.697998,intervals
2024-10-24,,,,,15.145392,33.80001,intervals
2024-10-25,,,,,14.789047,29.300482,intervals
2024-10-26,,,,,17.923277,45.102013,intervals
2024-10-27,,,,,17.501572,42.825356,intervals
2024-10-28,,,,,17.089788,37.789967,intervals
2024-10-29,,,,,16.687695,34.35675,intervals
2024-10-30,,,,,16.295061,34.043015,intervals
2024-10-31,,,,,15.911666,42.823345,intervals
2024-11-01,,,,,15.537292,37.122612,intervals
2024-11-02,,,,,15.336424,33.112625,intervals
2024-11-03,,,,,14.975584,29.769579,intervals
2024-11-04,,,,,14.623234,28.33591,intervals
2024-11-05,,,,,15.526175,32.817345,intervals
2024-11-06,,,,,15.16087,31.377317,intervals
2024-11-07,,,,,14.80416,27.865913,intervals
2024-11-08,,,,,14.455843,26.552542,intervals
2024-11-09,,,,,16.93912,38.992462,intervals
2024-11-10,,,,,16.540571,33.801704,intervals
2024-11-11,,,,,16.1514,29.30195,intervals
2024-11-12,,,,,15.771384,31.657951,intervals
2024-11-13,,,,,15.4003105,27.443579,intervals
2024-11-14,,,,,16.284967,30.845703,intervals
2024-11-15,,,,,15.90181,30.200632,intervals
2024-11-16,,,,,15.527667,27.511482,intervals
2024-11-17,,,,,15.162327,26.64466,intervals
2024-11-18,,,,,14.805583,27.75694,intervals
2024-11-19,,,,,14.457232,26.324955,intervals
2024-11-20,,,,,14.117078,29.077261,intervals
2024-11-21,,,,,13.784926,27.336388,intervals
2024-11-22,,,,,13.46059,29.954048,intervals
2024-11-23,,,,,14.673225,35.684414,intervals
2024-11-24,,,,,14.32799,35.32706,intervals
2024-11-25,,,,,13.990876,30.624249,intervals
2024-11-26,,,,,13.661695,30.14178,intervals
2024-11-27,,,,,13.340258,30.522272,intervals
2024-11-28,,,,,13.026384,29.254646,intervals
2024-11-29,,,,,12.719895,32.681923,intervals
2024-11-30,,,,,13.526448,34.587975,intervals
2024-12-01,,,,,13.208194,32.51287,intervals
2024-12-02,,,,,12.897428,29.649033,intervals
2024-12-03,,,,,13.840974,35.15376,intervals
2024-12-04,,,,,13.515319,37.928856,intervals
2024-12-05,,,,,13.197327,35.275887,intervals
2024-12-06,,,,,12.886816,44.82395,intervals
2024-12-07,,,,,12.583611,38.85689,intervals
2024-12-08,,,,,14.169805,44.33395,intervals
2024-12-09,,,,,13.836413,39.230854,intervals
2024-12-10,,,,,13.510866,35.33958,intervals
2024-12-11,,,,,13.192978,37.291206,intervals
2024-12-12,,,,,12.882569,34.59,intervals
2024-12-13,,,,,12.579464,36.50829,intervals
2024-12-14,,,,,13.718718,49.48659,intervals
2024-12-15,,,,,13.395939,42.898834,intervals
2024-12-16,,,,,13.080755,38.38615,intervals
2024-12-17,,,,,14.749366,47.253925,intervals
2024-12-18,,,,,14.402338,44.557682,intervals
2024-12-19,,,,,14.063476,42.087246,intervals
2024-12-20,,,,,13.732586,43.406853,intervals
2024-12-21,,,,,13.409481,37.62844,intervals
2024-12-22,,,,,14.364508,45.398987,intervals
2024-12-23,,,,,14.026535,43.482162,intervals
2024-12-24,,,,,13.696514,37.693726,intervals
2024-12-25,,,,,13.374258,36.802643,intervals
2024-12-26,,,,,13.059585,31.903399,intervals
2024-12-27,,,,,14.046371,34.978065,intervals
2024-12-28,,,,,13.715884,30.321712,intervals
2024-12-29,,,,,13.393172,32.142593,intervals
2024-12-30,,,,,13.078053,27.863705,intervals
2024-12-31,,,,,12.770349,24.15443,intervals
