date,hrv_rmssd_ms,resting_hr_bpm,sleep_hours,weight_kg,ctl,atl,source
2026-05-25,69.3,49.9,7.55,,58.922646,61.3769,open_wearables
2026-05-26,63.6,52.8,8.06,,59.230335,62.79107,open_wearables
2026-05-27,64.0,48.9,7.58,,59.2955,62.68576,open_wearables
2026-05-28,62.6,51.1,6.71,,58.794453,59.39954,open_wearables
2026-05-29,62.7,50.8,7.52,,58.79929,59.34635,open_wearables
2026-05-30,61.0,51.2,6.87,,63.768486,87.38901,open_wearables
2026-05-31,62.7,50.7,7.08,,62.26812,75.7556,open_wearables
2026-06-01,64.5,49.9,7.45,,61.532433,69.79764,open_wearables
2026-06-02,66.5,48.9,7.04,,63.049244,77.27941,open_wearables
2026-06-03,73.8,49.0,7.08,,62.624577,72.98231,open_wearables
2026-06-04,72.2,50.8,7.93,,61.33935,64.331726,open_wearables
2026-06-05,72.8,50.9,7.11,,60.154953,57.232094,open_wearables
2026-06-06,64.9,50.4,7.3,,61.53948,65.454765,open_wearables
2026-06-07,64.9,50.2,6.95,,60.091557,60.468708,open_wearables
2026-06-08,74.2,47.3,7.49,,60.654083,63.601242,open_wearables
2026-06-09,81.0,47.5,8.01,,62.473904,73.50536,open_wearables
2026-06-10,71.4,45.2,7.93,,61.333393,66.51574,open_wearables
2026-06-11,79.5,46.4,6.75,,60.007965,58.326633,open_wearables
2026-06-12,73.9,45.2,7.4,,58.666664,50.961437,open_wearables
2026-06-13,76.5,45.2,7.79,,60.650887,63.213802,open_wearables
2026-06-14,76.0,47.6,7.4,,59.29446,55.198013,open_wearables
2026-06-15,93.0,37.0,7.12,,61.499195,68.21762,intervals
2026-06-16,82.0,39.0,5.35,,61.393337,66.724304,intervals
2026-06-17,93.0,38.0,7.57,,63.736916,79.27448,intervals
2026-06-18,94.0,40.0,6.95,,62.590218,75.64365,intervals
2026-06-19,106.0,40.0,7.53,,62.741028,74.75923,intervals
2026-06-20,94.0,42.0,5.65,,64.15882,81.181145,intervals
2026-06-21,99.0,37.0,7.57,,64.48448,80.75767,intervals
2026-06-22,98.0,38.0,7.72,,63.67312,74.0007,intervals
2026-06-23,105.0,37.0,7.75,,65.18662,81.1892,intervals
2026-06-24,107.0,37.0,8.23,,64.00581,75.70601,intervals
2026-06-25,95.0,37.0,6.83,,64.358604,76.14451,intervals
