date,hrv_rmssd_ms,resting_hr_bpm,sleep_hours,weight_kg,ctl,atl,source
2025-05-31,,,,,38.126442,42.69074,intervals
2025-06-01,,,,,37.22939,37.007656,intervals
2025-06-02,,,,,36.353443,36.074783,intervals
2025-06-03,,,,,36.74511,38.327904,intervals
2025-06-04,,,,,36.96286,39.349228,intervals
2025-06-05,,,,,38.493073,47.68943,intervals
2025-06-06,,,,,40.74019,59.179276,intervals
2025-06-07,,,,,39.78164,51.301205,intervals
2025-06-08,,,,,41.5514,59.780922,intervals
2025-06-09,,,,,40.573765,55.949547,intervals
2025-06-10,,,,,39.619133,48.501427,intervals
2025-06-11,,,,,41.275078,56.688248,intervals
2025-06-12,,,,,41.692116,56.995995,intervals
2025-06-13,,,,,40.71117,53.801598,intervals
2025-06-14,,,,,43.32961,66.87398,intervals
2025-06-15,,,,,47.133442,85.261604,intervals
2025-06-16,,,,,46.02447,73.9114,intervals
2025-06-17,,,,,47.270897,82.04364,intervals
2025-06-18,,,,,47.123352,76.57983,intervals
2025-06-19,,,,,46.014618,67.71658,intervals
2025-06-20,,,,,50.908165,95.9762,intervals
2025-06-21,,,,,49.71038,83.199646,intervals
2025-06-22,,,,,50.164234,81.30936,intervals
2025-06-23,,,,,50.607407,79.67071,intervals
2025-06-24,,,,,52.122456,84.37382,intervals
2025-06-25,,,,,51.31961,77.9342,intervals
2025-06-26,,,,,50.982693,72.48495,intervals
2025-06-27,,,,,54.48882,89.46002,intervals
2025-06-28,,,,,55.489037,90.46376,intervals
2025-06-29,,,,,57.336266,96.2594,intervals
2025-06-30,,,,,57.1166,93.02994,intervals
2025-07-01,,,,,57.678535,91.42849,intervals
2025-07-02,,,,,57.309647,84.848465,intervals
2025-07-03,,,,,58.31408,86.86547,intervals
2025-07-04,,,,,56.942047,85.01967,intervals
2025-07-05,,,,,56.54343,79.02656,intervals
2025-07-06,,,,,55.21306,68.50638,intervals
2025-07-07,,,,,57.466763,79.488106,intervals
2025-07-08,,,,,58.3028,81.286835,intervals
2025-07-09,,,,,59.09564,82.713,intervals
2025-07-10,,,,,57.70522,71.70207,intervals
2025-07-11,,,,,56.34751,62.15694,intervals
2025-07-12,,,,,55.021748,53.882477,intervals
2025-07-13,,,,,53.72718,90.10733,intervals
2025-07-14,,,,,52.46307,78.11205,intervals
2025-07-15,,,,,52.92274,81.69143,intervals
2025-07-16,,,,,53.18337,79.33631,intervals
2025-07-17,,,,,55.226017,87.41199,intervals
2025-07-18,,,,,53.926643,80.03543,intervals
2025-07-19,,,,,52.65784,69.38094,intervals
2025-07-20,,,,,54.5011,77.5838,intervals
2025-07-21,,,,,53.21878,67.255684,intervals
2025-07-22,,,,,54.437107,72.28029,intervals
2025-07-23,,,,,55.17973,74.10668,intervals
2025-07-24,,,,,56.61073,79.68361,intervals
2025-07-25,,,,,56.078735,76.26455,intervals
2025-07-26,,,,,55.206337,68.64137,intervals
2025-07-27,,,,,56.401424,73.61463,intervals
2025-07-28,,,,,55.074394,63.814896,intervals
2025-07-29,,,,,58.60189,82.60976,intervals
2025-07-30,,,,,58.799484,80.53175,intervals
2025-07-31,,,,,58.474804,75.80169,intervals
2025-08-01,,,,,57.66367,74.0975,intervals
2025-08-02,,,,,56.306942,67.56154,intervals
2025-08-03,,,,,54.982136,58.567604,intervals
2025-08-04,,,,,54.559048,55.69648,intervals
2025-08-05,,,,,57.628105,72.90964,intervals
2025-08-06,,,,,58.248592,74.38601,intervals
2025-08-07,,,,,57.56042,68.34413,intervals
2025-08-08,,,,,56.20612,61.37597,intervals
2025-08-09,,,,,63.236237,100.46381,intervals
2025-08-10,,,,,66.806984,115.71111,intervals
2025-08-11,,,,,65.23513,100.3074,intervals
2025-08-12,,,,,65.8178,98.93526,intervals
2025-08-13,,,,,65.21035,91.08967,intervals
2025-08-14,,,,,72.59329,129.4169,intervals
2025-08-15,,,,,73.0499,124.43588,intervals
2025-08-16,,,,,72.50757,114.526825,intervals
2025-08-17,,,,,75.31902,124.84022,intervals
2025-08-18,,,,,73.54689,108.22122,intervals
2025-08-19,,,,,75.22806,113.11729,intervals
2025-08-20,,,,,74.44626,103.65,intervals
2025-08-21,,,,,78.15323,120.73622,intervals
2025-08-22,,,,,76.314415,104.66356,intervals
2025-08-23,,,,,88.353516,169.00632,intervals
2025-08-24,,,,,88.43931,158.75508,intervals
2025-08-25,,,,,86.35848,137.62128,intervals
2025-08-26,,,,,85.22069,124.35948,intervals
2025-08-27,,,,,83.827324,111.26566,intervals
2025-08-28,,,,,83.14906,103.77546,intervals
2025-08-29,,,,,81.1927,89.960655,intervals
2025-08-30,,,,,79.84705,81.17983,intervals
2025-08-31,,,,,77.96838,70.373,intervals
2025-09-01,,,,,76.13392,64.5991,intervals
2025-09-02,,,,,75.283745,61.324413,intervals
2025-09-03,,,,,74.28888,58.086296,intervals
2025-09-04,,,,,72.540985,50.353725,intervals
2025-09-05,,,,,71.728294,48.70917,intervals
2025-09-06,,,,,70.04065,42.224903,intervals
2025-09-07,,,,,79.96864,102.09991,intervals
2025-09-08,,,,,78.08711,89.44001,intervals
2025-09-09,,,,,76.249855,77.53357,intervals
2025-09-10,,,,,75.06756,73.46888,intervals
2025-09-11,,,,,73.983665,69.54592,intervals
2025-09-12,,,,,72.24296,60.820312,intervals
2025-09-13,,,,,70.543205,55.253105,intervals
2025-09-14,,,,,72.553856,68.66474,intervals
2025-09-15,,,,,71.36441,62.452633,intervals
2025-09-16,,,,,71.8264,66.918526,intervals
2025-09-17,,,,,70.701126,61.20512,intervals
2025-09-18,,,,,70.07289,58.914738,intervals
2025-09-19,,,,,68.424194,51.071884,intervals
2025-09-20,,,,,67.143684,46.1368,intervals
2025-09-21,,,,,66.90502,52.774693,intervals
2025-09-22,,,,,65.91907,49.077267,intervals
2025-09-23,,,,,68.57967,66.372856,intervals
2025-09-24,,,,,68.5425,66.456345,intervals
2025-09-25,,,,,66.92982,62.13569,intervals
2025-09-26,,,,,67.213806,64.3807,intervals
2025-09-27,,,,,65.63238,56.20957,intervals
2025-09-28,,,,,64.08816,48.726837,intervals
2025-09-29,,,,,62.580273,47.032616,intervals
2025-09-30,,,,,62.42545,48.22637,intervals
2025-10-01,,,,,61.215496,46.59877,intervals
2025-10-02,,,,,61.869217,52.24331,intervals
2025-10-03,,,,,60.507652,45.82106,intervals
2025-10-04,,,,,59.08401,39.721264,intervals
2025-10-05,,,,,57.693863,34.433487,intervals
2025-10-06,,,,,56.336422,34.375782,intervals
2025-10-07,,,,,56.069695,35.7901,intervals
2025-10-08,,,,,54.75047,34.3537,intervals
2025-10-09,,,,,53.462284,32.309784,intervals
2025-10-10,,,,,52.204407,28.008638,intervals
2025-10-11,,,,,54.105392,41.98531,intervals
2025-10-12,,,,,54.644066,46.646538,intervals
2025-10-13,,,,,53.876007,43.36554,intervals
2025-10-14,,,,,52.608395,38.657604,intervals
2025-10-15,,,,,51.37061,39.368793,intervals
2025-10-16,,,,,52.138325,46.108925,intervals
2025-10-17,,,,,50.9116,41.701397,intervals
2025-10-18,,,,,49.713734,36.15002,intervals
2025-10-19,,,,,50.591015,42.919277,intervals
2025-10-20,,,,,49.988903,40.533825,intervals
2025-10-21,,,,,51.400864,49.781307,intervals
2025-10-22,,,,,51.462017,54.33657,intervals
2025-10-23,,,,,50.627655,50.697468,intervals
2025-10-24,,,,,49.43647,43.948513,intervals
2025-10-25,,,,,50.202637,49.014008,intervals
2025-10-26,,,,,54.715305,74.70471,intervals
2025-10-27,,,,,53.427948,65.425476,intervals
2025-10-28,,,,,52.594387,61.508293,intervals
2025-10-29,,,,,51.945137,56.64823,intervals
2025-10-30,,,,,50.722954,56.828182,intervals
2025-10-31,,,,,51.03534,57.78291,intervals
2025-11-01,,,,,49.834564,50.09073,intervals
2025-11-02,,,,,49.76787,51.94236,intervals
2025-11-03,,,,,49.23218,48.62198,intervals
2025-11-04,,,,,49.20319,48.53918,intervals
2025-11-05,,,,,48.04552,45.938084,intervals
2025-11-06,,,,,48.773827,50.339355,intervals
2025-11-07,,,,,47.62626,48.56359,intervals
2025-11-08,,,,,46.50569,42.764313,intervals
2025-11-09,,,,,47.05847,46.389984,intervals
2025-11-10,,,,,45.951263,40.880062,intervals
2025-11-11,,,,,45.81124,40.762905,intervals
2025-11-12,,,,,46.00391,42.525055,intervals
2025-11-13,,,,,47.06259,48.97814,intervals
2025-11-14,,,,,45.955288,44.721146,intervals
2025-11-15,,,,,46.026924,45.290756,intervals
2025-11-16,,,,,46.19099,50.177567,intervals
2025-11-17,,,,,45.974743,49.62144,intervals
2025-11-18,,,,,48.328167,62.451557,intervals
2025-11-19,,,,,47.96752,61.858955,intervals
2025-11-20,,,,,46.83893,53.62416,intervals
2025-11-21,,,,,45.73689,53.141705,intervals
2025-11-22,,,,,46.44893,56.18465,intervals
2025-11-23,,,,,47.261856,59.48812,intervals
2025-11-24,,,,,46.64396,55.296356,intervals
2025-11-25,,,,,47.334656,58.052467,intervals
2025-11-26,,,,,46.762104,53.386208,intervals
2025-11-27,,,,,47.402966,56.13036,intervals
2025-11-28,,,,,46.89939,59.174812,intervals
2025-11-29,,,,,45.79593,52.362312,intervals
2025-11-30,,,,,45.965427,52.4472,intervals
2025-12-01,,,,,46.81326,56.381332,intervals
2025-12-02,,,,,46.700012,54.466858,intervals
2025-12-03,,,,,47.577618,61.859547,intervals
2025-12-04,,,,,48.693386,66.27127,intervals
2025-12-05,,,,,47.547714,69.56321,intervals
2025-12-06,,,,,48.45243,71.75131,intervals
2025-12-07,,,,,47.312428,62.199627,intervals
2025-12-08,,,,,46.69334,56.715046,intervals
2025-12-09,,,,,45.594727,62.34411,intervals
2025-12-10,,,,,47.557114,71.21748,intervals
2025-12-11,,,,,46.438175,61.736862,intervals
2025-12-12,,,,,45.345562,54.317055,intervals
2025-12-13,,,,,44.278656,61.729687,intervals
2025-12-14,,,,,43.236855,53.5121,intervals
2025-12-15,,,,,42.619545,49.58339,intervals
2025-12-16,,,,,42.910835,50.30446,intervals
2025-12-17,,,,,43.712894,53.858227,intervals
2025-12-18,,,,,45.131348,60.533203,intervals
2025-12-19,,,,,44.822388,56.734802,intervals
2025-12-20,,,,,44.991264,56.104496,intervals
2025-12-21,,,,,44.87383,53.960632,intervals
2025-12-22,,,,,45.13561,54.232117,intervals
2025-12-23,,,,,45.155945,59.259857,intervals
2025-12-24,,,,,45.95224,61.887707,intervals
2025-12-25,,,,,44.87106,53.649086,intervals
2025-12-26,,,,,44.379997,49.702137,intervals
2025-12-27,,,,,45.406303,54.80043,intervals
2025-12-28,,,,,45.114403,51.89831,intervals
2025-12-29,,,,,45.064655,53.90868,intervals
2025-12-30,,,,,46.074852,58.446987,intervals
2025-12-31,,,,,45.720165,54.793186,intervals
